METHOD;N;K;TIME;RMSE;n;nu_1;nu_2;theta_1;theta_2
NcoK KM+;5;1000;176.32762551307678;0.1625887832788013;5000;0.5;0.5;4;5.0
coK;5000;1;3.987315654754639;0.1601249273778526;5000;0.5;0.5;4;5.0
coKNN;1000;5;15.967145442962646;0.16468323316836;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;57.59293174743652;0.1653079517671272;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;56.65452337265015;0.1647082069813626;5000;0.5;0.5;4;5.0
coKNN;500;10;4.438060283660889;0.1646834382584266;5000;0.5;0.5;4;5.0
NcoK KM;500;10;32.40341830253601;0.1645409390754556;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;32.756179094314575;0.1650194785841958;5000;0.5;0.5;4;5.0
coKNN;100;50;0.596764326095581;0.1646640485807743;5000;0.5;0.5;4;5.0
NcoK KM;100;50;33.286975145339966;0.1658153544417729;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;35.619399309158325;0.166478538874382;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1111514568328857;0.1640751516354467;5000;0.5;0.5;4;5.0
NcoK KM;10;500;79.81302952766418;0.1674922128463966;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;80.16497540473938;0.1680955784569963;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0845503807067871;0.169267578821297;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;173.7468400001526;0.1777285717829828;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;174.803200006485;0.1723642796294752;5000;0.5;0.5;4;5.0
coK;5000;1;3.9685561656951904;0.1646799976087569;5000;0.5;0.5;4;5.0
coKNN;1000;5;16.06470251083374;0.1549693474229089;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;55.73593878746033;0.1550253738905739;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;55.374757528305054;0.1538993282531311;5000;0.5;0.5;4;5.0
coKNN;500;10;4.202571392059326;0.1549764672164795;5000;0.5;0.5;4;5.0
NcoK KM;500;10;32.4974684715271;0.1549847008368352;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;32.205002546310425;0.1537983956810167;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5452592372894287;0.1550751672081171;5000;0.5;0.5;4;5.0
NcoK KM;100;50;33.08783197402954;0.1602047717803555;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;33.3882212638855;0.1578045255479612;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1098849773406982;0.1576363105688808;5000;0.5;0.5;4;5.0
NcoK KM;10;500;81.76625156402588;0.1593978420921603;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;81.76161813735962;0.1562118777036422;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0731978416442871;0.1653609452421658;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;173.93754816055298;0.1575357901486599;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;174.23446083068848;0.153891252817478;5000;0.5;0.5;4;5.0
coK;5000;1;4.0195701122283936;0.1549630753500352;5000;0.5;0.5;4;5.0
coKNN;1000;5;17.28276038169861;0.1592473796526149;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;78.38448071479797;0.1607721146997992;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;57.10314393043518;0.1592198772132829;5000;0.5;0.5;4;5.0
coKNN;500;10;4.285068988800049;0.159241690473951;5000;0.5;0.5;4;5.0
NcoK KM;500;10;33.48380184173584;0.1600810120271389;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;32.674034118652344;0.1599738948669828;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5644288063049316;0.1593279990814493;5000;0.5;0.5;4;5.0
NcoK KM;100;50;33.51270270347595;0.1606215929714625;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;33.52645182609558;0.1617224526551423;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1067063808441162;0.1602328208377196;5000;0.5;0.5;4;5.0
NcoK KM;10;500;80.64070963859558;0.1587311596565966;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;80.4659264087677;0.1628203676465783;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0858724117279052;0.1680243417025091;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;175.00398445129397;0.1645246849457175;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;199.2048716545105;0.1617927557912233;5000;0.5;0.5;4;5.0
coK;5000;1;4.274073123931885;0.159248294195093;5000;0.5;0.5;4;5.0
coKNN;1000;5;26.622504949569706;0.1695049570142399;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;116.51431012153624;0.1690849088526547;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;59.03094291687012;0.1697417479936759;5000;0.5;0.5;4;5.0
coKNN;500;10;4.466849565505981;0.1695005967785441;5000;0.5;0.5;4;5.0
NcoK KM;500;10;35.19616627693176;0.1704505193223331;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;34.10495686531067;0.1698345207792225;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5855612754821777;0.1694631841776168;5000;0.5;0.5;4;5.0
NcoK KM;100;50;34.10997986793518;0.1729912668819686;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;34.371147871017456;0.1758997368330098;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1065797805786132;0.1704983395510101;5000;0.5;0.5;4;5.0
NcoK KM;10;500;80.23737955093384;0.1718956652977138;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;80.31303262710571;0.1727072951393982;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.076876163482666;0.1769233546726611;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;173.67670106887817;0.1685408920168809;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;174.1966347694397;0.1811135434859991;5000;0.5;0.5;4;5.0
coK;5000;1;3.9183855056762695;0.1695054145135142;5000;0.5;0.5;4;5.0
coKNN;1000;5;15.685088634490969;0.1629114478863281;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;56.88594150543213;0.1615141031375781;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;57.24672341346741;0.1625937224297459;5000;0.5;0.5;4;5.0
coKNN;500;10;4.439193248748779;0.1628953018272928;5000;0.5;0.5;4;5.0
NcoK KM;500;10;32.73463702201843;0.1655531398963997;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;33.49770736694336;0.1650689221502147;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5512676239013672;0.1627185389660849;5000;0.5;0.5;4;5.0
NcoK KM;100;50;33.17978549003601;0.1736827153761182;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;34.78845500946045;0.1691075306232393;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1132898330688476;0.1679765369458252;5000;0.5;0.5;4;5.0
NcoK KM;10;500;80.18229818344116;0.1738330509597804;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;80.41053318977356;0.1596883152048263;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0855367183685302;0.1695864016577053;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;177.44571685791016;0.1745552008180585;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;174.6865997314453;0.1724147419627881;5000;0.5;0.5;4;5.0
coK;5000;1;3.9496548175811768;0.1629096109126306;5000;0.5;0.5;4;5.0
coKNN;1000;5;15.982767343521118;0.1806826200073958;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;56.7512092590332;0.1805308452895981;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;57.254069089889526;0.1805508606332351;5000;0.5;0.5;4;5.0
coKNN;500;10;4.331853866577148;0.1806746453332202;5000;0.5;0.5;4;5.0
NcoK KM;500;10;32.12749767303467;0.179680632909427;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;32.937469720840454;0.181147932518818;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5790460109710693;0.1805986685880634;5000;0.5;0.5;4;5.0
NcoK KM;100;50;33.30148506164551;0.1870001554054076;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;38.40296983718872;0.1886919353468632;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1118495464324951;0.1798183988068612;5000;0.5;0.5;4;5.0
NcoK KM;10;500;80.88374781608582;0.1814417765541827;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;80.36331272125244;0.1792671016682362;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0693295001983642;0.1927634045305704;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;173.73736810684204;0.1835586316427766;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;176.49812006950378;0.1828724282127026;5000;0.5;0.5;4;5.0
coK;5000;1;4.0009050369262695;0.180681223530259;5000;0.5;0.5;4;5.0
coKNN;1000;5;16.264714241027832;0.1556829650131054;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;60.63731122016907;0.1558789540651403;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;60.75478839874268;0.1590264844103126;5000;0.5;0.5;4;5.0
coKNN;500;10;4.49960207939148;0.1556711083506393;5000;0.5;0.5;4;5.0
NcoK KM;500;10;50.96469521522522;0.1585380091353239;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;34.142454862594604;0.1614583273431581;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5870907306671143;0.1556882987397813;5000;0.5;0.5;4;5.0
NcoK KM;100;50;34.76892399787903;0.152387092949791;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;35.15259647369385;0.1590888933485543;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1118731498718261;0.1603675717916805;5000;0.5;0.5;4;5.0
NcoK KM;10;500;82.49871563911438;0.1502161511574236;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;82.53446125984192;0.159624206005033;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0788235664367675;0.1615221300932679;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;174.42632794380188;0.1573123200269396;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;175.03131294250488;0.1552938227045513;5000;0.5;0.5;4;5.0
coK;5000;1;3.9353861808776855;0.1556764662756628;5000;0.5;0.5;4;5.0
coKNN;1000;5;18.068822622299194;0.1617739639718076;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;57.59978628158569;0.1625678831686065;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;57.52116107940674;0.162496868370857;5000;0.5;0.5;4;5.0
coKNN;500;10;4.600286960601807;0.161762130947301;5000;0.5;0.5;4;5.0
NcoK KM;500;10;33.253342390060425;0.1604612436527329;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;33.23183083534241;0.1594882350186417;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5663290023803711;0.1618032194067439;5000;0.5;0.5;4;5.0
NcoK KM;100;50;34.315995931625366;0.1636868276374056;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;34.337252140045166;0.1654005226151158;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1000761985778808;0.1604601548360238;5000;0.5;0.5;4;5.0
NcoK KM;10;500;80.59981274604797;0.1674872627535958;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;81.7842743396759;0.165317732581908;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0754239559173584;0.1696592338213048;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;174.3940782546997;0.1659530153214861;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;174.91444063186646;0.1646776909124784;5000;0.5;0.5;4;5.0
coK;5000;1;3.982078790664673;0.1617706561511458;5000;0.5;0.5;4;5.0
coKNN;1000;5;16.378587007522583;0.1793456434304089;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;61.08500003814697;0.1804068183304583;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;60.86080074310303;0.1806827268274092;5000;0.5;0.5;4;5.0
coKNN;500;10;4.266762018203735;0.1793503652007024;5000;0.5;0.5;4;5.0
NcoK KM;500;10;32.48909521102905;0.1797666191970337;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;33.05082678794861;0.180561801388548;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5682322978973389;0.1795414528292045;5000;0.5;0.5;4;5.0
NcoK KM;100;50;33.7878303527832;0.1830190967228679;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;33.61070775985718;0.1825492535904467;5000;0.5;0.5;4;5.0
coKNN;10;500;0.0999717712402343;0.1848141096833239;5000;0.5;0.5;4;5.0
NcoK KM;10;500;80.75308227539062;0.1823830022492877;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;80.64446783065796;0.180999029073992;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0840537548065185;0.196113833827212;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;174.4583659172058;0.1895559659646882;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;175.13344550132751;0.1891792316363309;5000;0.5;0.5;4;5.0
coK;5000;1;3.9812726974487305;0.1793513047759611;5000;0.5;0.5;4;5.0
coKNN;1000;5;16.083577871322632;0.1632374970968039;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;58.05859351158142;0.163552463876213;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;58.03198862075806;0.1649824862825666;5000;0.5;0.5;4;5.0
coKNN;500;10;4.304816961288452;0.1632378924185944;5000;0.5;0.5;4;5.0
NcoK KM;500;10;33.54492688179016;0.1713560577562072;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;33.06748175621033;0.1661669750354823;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5848135948181152;0.1631702330228394;5000;0.5;0.5;4;5.0
NcoK KM;100;50;36.76570773124695;0.1645555903311034;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;34.6098210811615;0.1679701119004708;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1050879955291748;0.1655720210072183;5000;0.5;0.5;4;5.0
NcoK KM;10;500;81.70391178131104;0.1690255826406148;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;82.59634637832642;0.1725420554588158;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0809848308563232;0.1613502330918878;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;177.81152629852295;0.1605104223202119;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;179.18251252174375;0.1728079267657816;5000;0.5;0.5;4;5.0
coK;5000;1;4.013700246810913;0.1632390686925146;5000;0.5;0.5;4;5.0
coKNN;1000;5;17.584369659423828;0.1665498085275299;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;59.21546387672424;0.1688807111415407;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;57.40544152259827;0.1691264203497496;5000;0.5;0.5;4;5.0
coKNN;500;10;4.41310453414917;0.1665486777163543;5000;0.5;0.5;4;5.0
NcoK KM;500;10;33.55105257034302;0.1676467882852301;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;32.96523451805115;0.1698917791828113;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5849261283874512;0.1663800131614345;5000;0.5;0.5;4;5.0
NcoK KM;100;50;34.87439846992493;0.1708135597914705;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;34.06920003890991;0.1714536705137139;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1271259784698486;0.1701897743278761;5000;0.5;0.5;4;5.0
NcoK KM;10;500;81.81905722618103;0.1741535048232955;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;80.60033226013184;0.1734480198729749;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0738956928253173;0.1757598017559488;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;175.28110432624817;0.1735522676654614;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;175.24115085601807;0.1751068159932169;5000;0.5;0.5;4;5.0
coK;5000;1;3.947288274765015;0.1665465347369186;5000;0.5;0.5;4;5.0
coKNN;1000;5;16.33476948738098;0.1794500355982381;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;58.55334138870239;0.1794532316373087;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;57.92899656295776;0.1795502987736092;5000;0.5;0.5;4;5.0
coKNN;500;10;4.335378408432007;0.1794481282727357;5000;0.5;0.5;4;5.0
NcoK KM;500;10;32.78862953186035;0.175287344906643;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;33.15946960449219;0.1799466879611902;5000;0.5;0.5;4;5.0
coKNN;100;50;0.573169469833374;0.1793299877739159;5000;0.5;0.5;4;5.0
NcoK KM;100;50;34.16675591468811;0.1781683060099947;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;34.07009220123291;0.1815959175957507;5000;0.5;0.5;4;5.0
coKNN;10;500;0.0957591533660888;0.1780528230261162;5000;0.5;0.5;4;5.0
NcoK KM;10;500;81.47957873344421;0.176745884152228;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;83.74996900558472;0.1783100752767328;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.082831859588623;0.1880076956647837;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;174.76301050186157;0.182942157069479;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;175.21681880950928;0.1808792244267014;5000;0.5;0.5;4;5.0
coK;5000;1;4.0188889503479;0.179451863326551;5000;0.5;0.5;4;5.0
coKNN;1000;5;16.038442134857178;0.1545120232580266;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;58.88101935386658;0.156471803138628;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;58.169842004776;0.1551058857330635;5000;0.5;0.5;4;5.0
coKNN;500;10;4.332253694534302;0.1545065446834007;5000;0.5;0.5;4;5.0
NcoK KM;500;10;34.35116529464722;0.1533798855532724;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;34.028401613235474;0.1552599014613365;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5883572101593018;0.1545905245931348;5000;0.5;0.5;4;5.0
NcoK KM;100;50;35.23694896697998;0.1586713240360776;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;34.969181537628174;0.1630762466223158;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1132674217224121;0.1557625991537584;5000;0.5;0.5;4;5.0
NcoK KM;10;500;81.23420882225037;0.1611861064554487;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;81.03279328346252;0.1595191685481769;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0831100940704345;0.1610572738850356;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;183.7219154834748;0.1569693942081951;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;179.56417679786682;0.1588507584330019;5000;0.5;0.5;4;5.0
coK;5000;1;4.082670450210571;0.1545212786327153;5000;0.5;0.5;4;5.0
coKNN;1000;5;16.68560767173767;0.1729975800609721;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;62.73180174827576;0.1732426881552478;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;60.8240430355072;0.1728783483981224;5000;0.5;0.5;4;5.0
coKNN;500;10;4.635184288024902;0.17300279452704;5000;0.5;0.5;4;5.0
NcoK KM;500;10;35.45377039909363;0.173686125480885;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;35.63246130943298;0.1724987670423453;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5795919895172119;0.1730203024499755;5000;0.5;0.5;4;5.0
NcoK KM;100;50;36.41429853439331;0.170603892907029;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;36.89832305908203;0.1765500379171848;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1215376853942871;0.1692598533552747;5000;0.5;0.5;4;5.0
NcoK KM;10;500;82.41218519210815;0.1795825521480988;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;80.94946718215942;0.1765266843765059;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0860214233398437;0.1786862345230502;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;176.28659796714783;0.1723379773471012;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;175.1833484172821;0.169834373199187;5000;0.5;0.5;4;5.0
coK;5000;1;4.0202250480651855;0.1729988662604076;5000;0.5;0.5;4;5.0
coKNN;1000;5;16.139808893203735;0.1576350990938772;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;57.45038366317749;0.1562595252434336;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;59.33922982215881;0.1568053839269325;5000;0.5;0.5;4;5.0
coKNN;500;10;4.527151823043823;0.157634959632689;5000;0.5;0.5;4;5.0
NcoK KM;500;10;34.11622714996338;0.1586996700712733;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;33.88542318344116;0.160112091095157;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5619220733642578;0.1576987766622526;5000;0.5;0.5;4;5.0
NcoK KM;100;50;34.93665313720703;0.1601270566662907;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;35.448532819747925;0.1610616008501458;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1226840019226074;0.1609025108713593;5000;0.5;0.5;4;5.0
NcoK KM;10;500;81.22153735160828;0.167286626494693;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;80.94785118103027;0.1685010176461814;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0681977272033691;0.1658362954348556;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;174.76325750350952;0.1678329878176493;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;179.0975160598755;0.1681096396993291;5000;0.5;0.5;4;5.0
coK;5000;1;4.003045320510864;0.157634435640897;5000;0.5;0.5;4;5.0
coKNN;1000;5;16.46792507171631;0.1775630116546279;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;57.52178144454956;0.178268664909399;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;58.686583518981934;0.1770029844819388;5000;0.5;0.5;4;5.0
coKNN;500;10;4.327697038650513;0.1775761541619167;5000;0.5;0.5;4;5.0
NcoK KM;500;10;33.536372900009155;0.1817487196544082;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;34.126627683639526;0.175579416601678;5000;0.5;0.5;4;5.0
coKNN;100;50;0.568359375;0.1776071122717684;5000;0.5;0.5;4;5.0
NcoK KM;100;50;34.47508120536804;0.1814659619175848;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;34.51568865776062;0.1767294458659559;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1168820858001709;0.1803166336046265;5000;0.5;0.5;4;5.0
NcoK KM;10;500;80.9493236541748;0.1802924951077016;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;81.91703248023987;0.1763137997901895;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0885486602783203;0.1832056239944203;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;175.2368128299713;0.1773114582877329;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;185.4982511997223;0.1819889629362742;5000;0.5;0.5;4;5.0
coK;5000;1;4.77547550201416;0.1775642523418608;5000;0.5;0.5;4;5.0
coKNN;1000;5;16.61585521697998;0.16526218801535;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;59.58789372444153;0.1647895998062728;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;60.49927806854248;0.1649263102256505;5000;0.5;0.5;4;5.0
coKNN;500;10;4.501544713973999;0.165269550036731;5000;0.5;0.5;4;5.0
NcoK KM;500;10;35.62148690223694;0.1667764574164786;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;36.1955668926239;0.1686704899284551;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5985803604125977;0.1653541475378883;5000;0.5;0.5;4;5.0
NcoK KM;100;50;37.24701714515686;0.1661880411192897;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;37.25494861602783;0.1673211627660995;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1164796352386474;0.1668833959129096;5000;0.5;0.5;4;5.0
NcoK KM;10;500;82.97051286697388;0.1719795277978755;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;83.15745282173157;0.1693013313628266;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0786142349243164;0.1697094404523991;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;178.75604939460754;0.1680572485895705;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;176.40020632743835;0.1733264581028972;5000;0.5;0.5;4;5.0
coK;5000;1;3.9894375801086426;0.1652612847565794;5000;0.5;0.5;4;5.0
coKNN;1000;5;16.64964747428894;0.1707786431020857;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;58.88451933860779;0.1761155573754374;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;59.28370118141174;0.1734607652202751;5000;0.5;0.5;4;5.0
coKNN;500;10;4.383449077606201;0.1707741707620589;5000;0.5;0.5;4;5.0
NcoK KM;500;10;34.87372970581055;0.1707106627859256;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;35.72270941734314;0.1711291568751885;5000;0.5;0.5;4;5.0
coKNN;100;50;0.6084401607513428;0.1708494422255663;5000;0.5;0.5;4;5.0
NcoK KM;100;50;35.03668189048767;0.1709906762963609;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;35.48187875747681;0.1740583460762335;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1014957427978515;0.1693414808774765;5000;0.5;0.5;4;5.0
NcoK KM;10;500;81.39489006996155;0.1770260103241547;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;81.18962621688843;0.1707058111623947;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0679633617401123;0.1674721274607975;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;175.54696774482727;0.1740577363360119;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;175.96453881263733;0.1764675019633064;5000;0.5;0.5;4;5.0
coK;5000;1;4.034332275390625;0.1707760651896567;5000;0.5;0.5;4;5.0
coKNN;1000;5;16.42243719100952;0.1728397176352054;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;59.28363800048828;0.1802907368913365;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;60.486265420913696;0.1731599615641691;5000;0.5;0.5;4;5.0
coKNN;500;10;4.4433417320251465;0.1728336491108442;5000;0.5;0.5;4;5.0
NcoK KM;500;10;37.80040144920349;0.1741525268624001;5000;0.5;0.5;4;5.0
NcoK KM+;500;10;34.60594463348389;0.1729747801457197;5000;0.5;0.5;4;5.0
coKNN;100;50;0.5775823593139648;0.1729089782552116;5000;0.5;0.5;4;5.0
NcoK KM;100;50;36.04888844490051;0.1761861169463691;5000;0.5;0.5;4;5.0
NcoK KM+;100;50;35.4708890914917;0.171673240012814;5000;0.5;0.5;4;5.0
coKNN;10;500;0.1096410751342773;0.1730542008259057;5000;0.5;0.5;4;5.0
NcoK KM;10;500;81.09909749031067;0.1810240486629404;5000;0.5;0.5;4;5.0
NcoK KM+;10;500;81.86391925811768;0.1799206384499877;5000;0.5;0.5;4;5.0
coKNN;5;1000;0.0688569545745849;0.1848302598815337;5000;0.5;0.5;4;5.0
NcoK KM;5;1000;175.73443412780762;0.17951697802359;5000;0.5;0.5;4;5.0
NcoK KM+;5;1000;176.51897382736206;0.182220723758287;5000;0.5;0.5;4;5.0
coK;5000;1;4.024983406066895;0.1728432970179139;5000;0.5;0.5;4;5.0
coKNN;1000;5;16.46605634689331;0.1699988328903927;5000;0.5;0.5;4;5.0
NcoK KM;1000;5;58.468849420547485;0.1687787244049335;5000;0.5;0.5;4;5.0
NcoK KM+;1000;5;58.534783124923706;0.1712279183259469;5000;0.5;0.5;4;5.0
coKNN;500;10;4.413778781890869;0.1700021709740523;5000;0.5;0.5;4;5.0
