METHOD;N;K;TIME;RMSE;n;nu_1;nu_2;theta_1;theta_2
coKNN;1000;5;21.629719495773315;0.2705503850300635;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;64.29355216026306;0.2736414546711461;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;137.73445081710815;0.2763659998777817;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;22.28354430198669;0.2706112920293005;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;123.04937028884888;0.2727947842362134;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;33.85297155380249;0.2750116462832786;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4691767692565918;0.2709594586101115;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;32.24653196334839;0.2765473693886051;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;46.3372585773468;0.2728544189316652;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.12005615234375;0.281889653696391;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;79.03223752975464;0.2731984311271006;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;76.64463567733765;0.2766701320799575;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0712676048278808;0.285895447080243;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;165.6286654472351;0.2788701009426332;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;165.2485067844391;0.2709951297190733;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.716894388198853;0.2705582700228158;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;16.432733058929443;0.2309738678383775;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;55.1685802936554;0.233635061239412;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;56.93014979362488;0.2343969260581953;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;4.320694923400879;0.2309195007926419;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;32.56265878677368;0.2366353418342973;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;32.21101975440979;0.2361033490165215;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.5008313655853271;0.2310729988159442;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;30.904715538024902;0.2486780103853808;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;30.80460286140442;0.2394467585810405;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1246576309204101;0.2355316456658837;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;75.20982623100281;0.2451993582252598;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;75.70203566551208;0.2509822304259476;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0791752338409423;0.2450172410381271;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;169.91895461082458;0.2495798435565891;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;160.08136010169983;0.2363502270009498;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.595858335494995;0.2309721841824466;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.201972723007202;0.2513337537190698;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;45.89993858337402;0.2506425983729534;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;45.98315644264221;0.2501918887347344;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.732250213623047;0.2513162909753787;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.09854197502136;0.2539829934253081;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.66513991355896;0.2530458772882751;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4630780220031738;0.2526054171242742;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;28.409952402114868;0.2575023832350558;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.40439391136169;0.2576367748291438;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1177511215209961;0.2608646494166223;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;74.552485704422;0.2626936406519418;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.88005304336548;0.2508715833530577;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.067124605178833;0.2695368688935699;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;159.95146679878235;0.2577812785794799;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;160.46577334403992;0.2590885720248611;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.567108392715454;0.2513567225157619;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.39923882484436;0.2680122732281728;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;47.86868762969971;0.2683030186088262;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;47.31645798683167;0.2675998687109184;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.683265209197998;0.2680370224609164;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.06307578086853;0.2712776673282495;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.827589511871334;0.2718057402594679;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4378318786621094;0.2679401309089267;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;27.549840450286865;0.2655280643367423;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.50846004486084;0.2816658775527539;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1208105087280273;0.2702434381341619;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;72.65036964416504;0.2807204890348762;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.85038685798645;0.289096115160506;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0677933692932128;0.3043470833213991;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;161.89003539085388;0.281318086336224;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;160.61723279953003;0.2908097101095985;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.550942897796631;0.2680272704711957;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.102216482162476;0.2413293290472107;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;45.268264293670654;0.2371949592454142;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;46.35020995140076;0.242316229928365;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.6986160278320312;0.2413361066520631;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.021790266036987;0.2439400705530571;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.65112590789795;0.2391084497704336;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4489181041717529;0.2406390948551528;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;27.702956676483154;0.2406602345459799;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.63048529624939;0.2394993147261168;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1031258106231689;0.2542221067546377;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;73.38350796699524;0.2498761906895671;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;74.5169780254364;0.2627080349029946;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0818414688110351;0.2688421737412289;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;160.27069330215454;0.2413676666520915;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;162.26566696166992;0.2512182320574799;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.600685834884644;0.2413093145886986;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.150395154953005;0.2693971363028776;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;46.684800148010254;0.2692161164791451;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;45.93496131896973;0.2680331896310952;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.685211420059204;0.2694092917153288;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;27.57780742645264;0.2756540975583654;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;27.636365175247192;0.267385896688197;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4550678730010986;0.2695860261095802;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;28.094024896621704;0.2706630819520386;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.98477005958557;0.2706806145767441;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1224350929260253;0.2694888710304153;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;73.00824403762817;0.2820586994470543;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.96871757507324;0.2753686815316759;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0661380290985107;0.2887180408388034;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;160.46296787261963;0.2793178764193565;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;160.46886801719666;0.2805327482032758;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.546660900115967;0.2693922828738667;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.03421401977539;0.2592327324829193;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;46.89803314208984;0.2580473697641655;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;46.9655168056488;0.2609598503595744;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.733116388320923;0.2592352199192412;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.08134150505066;0.2614388191469542;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.60408854484558;0.2594290757965376;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4667518138885498;0.2596656644328951;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;30.91243863105774;0.2691403961647529;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;28.05282592773437;0.2619745138228566;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1227164268493652;0.2584369019022479;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;73.02468967437744;0.2728648519694157;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;73.13388419151306;0.2738813954604955;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0666394233703613;0.2718384381864426;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;159.78405690193176;0.2697295580734685;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;161.2865743637085;0.2610363287430782;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.5671865940093994;0.2592299218366917;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.36487317085266;0.2436790939038055;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;47.13367366790772;0.2428524217691669;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;46.91801381111145;0.2428607093106084;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.782235860824585;0.2437085093342288;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.918235778808597;0.2421462411760305;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.94972038269043;0.2498480826473381;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4999299049377441;0.2448504915906005;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;28.01857328414917;0.2514778814435822;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;28.3285493850708;0.2483347943455838;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1214172840118408;0.2492663629714027;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;73.28356981277466;0.2407879983787494;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;74.55012655258179;0.248068577624706;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0678277015686035;0.2601593940317083;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;160.05086016654968;0.2427429260330166;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;160.42982482910156;0.2447528082018286;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.543677806854248;0.2436777534406174;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.256526708602903;0.2107848539125638;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;46.81667447090149;0.2145671446468646;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;46.95396447181702;0.2083143344369995;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.7156741619110103;0.2107710406909642;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.927695512771606;0.2146925689783442;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.93501567840576;0.2141322616732711;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4817416667938232;0.2111592000624248;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;28.235350608825684;0.2208249543077567;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.668484210968018;0.2206107217970342;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1153335571289062;0.2260773905569307;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;72.73372435569763;0.2314538850211968;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.7673864364624;0.2259263048340153;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0830230712890625;0.240780942069684;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;159.9083526134491;0.222229643541494;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;160.98628497123718;0.2223145911687977;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.5804460048675537;0.210778429956405;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.047996520996094;0.2588292178775256;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;46.28712463378906;0.2589095590897099;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;46.63133645057678;0.2585397752319389;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.648592233657837;0.2588047215366459;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;27.83056116104126;0.2583190534536647;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;27.547021627426147;0.2690317324694155;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4494581222534179;0.2593491295955234;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;27.473198175430294;0.2591810099208201;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.423453092575077;0.2656070302073304;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.134852647781372;0.2641859551745059;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;74.05123543739319;0.2584497864882321;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.68424725532532;0.2647217573424344;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0825774669647216;0.2732669853737166;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;160.07952737808228;0.2575582183896522;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;160.64534854888916;0.2603066182814365;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.548014640808105;0.2588419068639854;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.047674894332886;0.291983678485085;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;45.87221193313599;0.2983948454270776;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;48.63816833496094;0.3002479672633467;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.6717958450317374;0.291959452604733;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;27.794846773147583;0.2923793204547933;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.02891731262207;0.2907883818491213;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4370124340057373;0.2918711160971047;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;27.480512380599976;0.2920536572268231;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.354251384735107;0.2943119698151475;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1200149059295654;0.2995998960290427;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;73.28079867362976;0.2958555110717459;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.88552832603455;0.2918059762539044;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0830724239349365;0.3018952602057794;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;159.8457190990448;0.2961515017962685;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;160.27271485328674;0.2999562895472139;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.5633273124694824;0.2919425498091914;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.10081958770752;0.2595388173805041;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;46.21915245056152;0.2619735730955855;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;46.21066737174988;0.2615986885627323;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.685200691223145;0.2594558181914995;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.568273544311523;0.2618304755389133;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.201990365982056;0.2648665230290051;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4328060150146484;0.2587736016055147;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;28.232739448547363;0.2597868160707353;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;28.14086389541626;0.2550555556236514;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1214172840118408;0.263351808106343;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;74.42875981330872;0.26161675583908;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.8701696395874;0.2738048717630125;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0791730880737304;0.2890865370229751;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;160.09580731391907;0.2697375025495706;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;159.76436305046082;0.2599801835260809;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.567028760910034;0.2595218429207753;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.246394395828249;0.2559861972535085;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;46.15310406684876;0.2561544516121079;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;47.78477048873901;0.2562769091597983;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.732372760772705;0.2559764192428142;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.923416137695312;0.2569075159188566;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.793670654296875;0.2595147209777706;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4693291187286377;0.2560911465317079;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;28.30166482925415;0.2672296085325569;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.90136480331421;0.2731777344327062;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.0988390445709228;0.2604417369524018;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;73.04952812194824;0.2734453396094671;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;73.02201008796692;0.2700938202919841;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0784225463867187;0.2761245723704221;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;160.6159746646881;0.2737947288088617;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;160.55760097503662;0.272985617363875;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.54703426361084;0.2559650590317514;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.146052837371826;0.2318637566343275;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;45.92960357666016;0.2342008971421631;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;45.95137023925781;0.2352324184564934;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.691132545471192;0.2318741198175253;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.379448890686035;0.2374604799185768;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.13161420822144;0.2385441462554433;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4402356147766113;0.2324438243478273;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;27.66550922393799;0.2393400052857583;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.81083345413208;0.2447656182607261;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1203553676605224;0.2479297330875364;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;73.07267332077026;0.2452447526898256;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.65409827232361;0.2506564509276817;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0804405212402343;0.2539275314997838;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;159.16428208351135;0.2469288507573869;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;161.6695728302002;0.2418199652457259;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.558227300643921;0.2318502910664858;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.030444860458374;0.2485962817494788;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;45.96189069747925;0.2480566770796149;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;46.29226636886597;0.2498603391562698;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.7058184146881104;0.2485914369439237;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.33224081993103;0.247039316509032;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.252045392990112;0.2533146473054388;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4647481441497803;0.248049099342671;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;28.019142150878903;0.2579846448627743;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.47701501846313;0.2568813129456765;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1196951866149902;0.2564792582979334;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;72.82055163383484;0.2463740161164483;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.66991090774536;0.2479784925774535;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0628857612609863;0.2638623684616394;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;160.3843834400177;0.2547132201800349;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;160.2668170928955;0.2559400997002327;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.5673987865448;0.2485911775947382;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.227263927459717;0.2889585379049349;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;46.398144006729126;0.2913371196469434;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;47.166698932647705;0.2891303211371152;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.649834632873535;0.2889655514859074;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;27.99691200256348;0.288822861435173;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;27.71747732162476;0.2883821512934373;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4327421188354492;0.2889099166882287;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;29.929694414138797;0.2926955597886432;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.6724112033844;0.2899973582145635;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1163983345031738;0.2919660255619375;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;72.589195728302;0.2891271828872129;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.64825177192688;0.2930449733152249;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0783581733703613;0.3003563192874884;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;159.3501226902008;0.2846831161903754;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;160.77951669692993;0.2918854130569587;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.733984231948853;0.2889462796932801;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.15555500984192;0.2562055096009596;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;45.89172410964966;0.2632507588848504;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;46.43555235862732;0.2558774913509163;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.6809334754943848;0.2561576744416037;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.00152993202209;0.2557937207543537;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;27.48431825637817;0.2533871616357726;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4491643905639648;0.2564688621708641;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;27.358627319335938;0.256889887969615;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.483460664749146;0.2501843085930844;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1001708507537841;0.2680947549358635;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;72.683762550354;0.259463296218163;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.8004047870636;0.2667540616998327;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0900418758392334;0.2845330390303817;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;159.003271818161;0.2645699691668931;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;161.3640284538269;0.2662033091459697;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.5503451824188232;0.2561941038776499;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.083833694458008;0.2216556230919815;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;45.56285524368286;0.2274349921813071;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;45.92450284957886;0.2191354587023169;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.671046018600464;0.2216451892584003;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;27.434818029403687;0.2232050857581345;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;27.994924068450928;0.2193471209597533;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4380145072937011;0.2210073366283335;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;27.265787601470947;0.222120406412097;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;28.411556243896484;0.229441444951951;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1221437454223632;0.2262888762068473;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;73.01792883872986;0.2248783037624195;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.95010662078857;0.2270022163921484;5000.0;0.5;0.5;2.0;2.5
