METHOD;N;K;TIME;RMSE;n;nu_1;nu_2;theta_1;theta_2
coKNN;10;500;0.1168322563171386;0.2720703708515258;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;72.86730313301086;0.2745807199192372;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.72895193099976;0.2741856040584405;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0833528041839599;0.2814958482865775;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;159.45045232772827;0.2778296499048938;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;160.0353000164032;0.2842457777632388;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.5767900943756104;0.2712445670837706;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;13.934504747390749;0.2571838950416067;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;45.74256634712219;0.2598996330574425;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;45.94136428833008;0.2597368104361859;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.8309502601623535;0.2570644241468187;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.556851863861084;0.255431672706807;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.629786491394043;0.2575342471417535;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4522638320922851;0.2569731228571716;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;27.867408990859985;0.2549364858006613;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.88102698326111;0.2669624038976566;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1155793666839599;0.258187329382704;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;72.5336856842041;0.2622239741262192;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;74.33421206474304;0.2552605986330906;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.08595871925354;0.2572661568602886;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;159.0027415752411;0.2652435903896025;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;159.20025539398193;0.2663359612570365;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.533817768096924;0.2572196930146019;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;14.14503526687622;0.2338473511815512;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;45.61907982826233;0.2349934191151265;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;46.09435939788818;0.2348315288142977;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.738434314727783;0.2338461018374785;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;29.20244717597961;0.2359843624940439;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.9014093875885;0.2380268370629751;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.437063455581665;0.2342548694184234;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;27.397006511688232;0.2350800750114159;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.26457166671753;0.2348806858509924;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.0992848873138427;0.2337729711434256;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;72.40030789375305;0.2405035166507515;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.51685285568237;0.2360659490274603;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0667076110839843;0.2348937247875656;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;158.9901340007782;0.2429908268714447;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;159.6341757774353;0.2518710244979903;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.5485734939575195;0.2338430597984089;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;13.9320170879364;0.2551460705311442;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;46.32651352882385;0.2535728405857504;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;45.444754123687744;0.254755993374834;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.72696304321289;0.2551691634767852;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.132136821746823;0.2500637933351547;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.452932834625244;0.2623552940597253;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4811241626739502;0.2558605061525586;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;27.82830309867859;0.2569006583872107;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.791759729385376;0.2631322546049769;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1213128566741943;0.2661979565033616;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;73.05387663841248;0.2526033042190182;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;73.11768245697021;0.264130831483281;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0784461498260498;0.2701498583762231;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;158.18667316436768;0.2513352861738077;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;159.6518578529358;0.2576500862250124;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.5457773208618164;0.2551261108027309;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;13.999230861663818;0.2401371325796231;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;46.24828219413757;0.2476079036974579;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;48.38502907752991;0.2404178922098165;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.731954336166382;0.2401599366672253;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.383339643478397;0.2395876520637064;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.818021297454838;0.2403321304135771;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4653544425964355;0.2404609281845606;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;28.0417594909668;0.2438363856409641;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.918289184570312;0.2376916272867553;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1153218746185302;0.2417960227137738;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;72.56700992584229;0.2405562281800617;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.58339428901672;0.2432468937658998;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.083425760269165;0.2477741206815347;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;159.4386689662933;0.2452501675870297;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;159.34907698631287;0.2334985883222615;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.529918670654297;0.240120778872639;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;13.913047790527344;0.2512501218487414;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;47.19973492622376;0.2523400464110925;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;46.38189697265625;0.2495237659522413;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.765357494354248;0.2511971300502221;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;28.332290649414062;0.251298737028986;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;28.454735040664676;0.2471937228363229;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4818804264068603;0.2506331516302901;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;27.235657691955566;0.2527745578042957;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.16645765304565;0.2527533654180861;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.102769136428833;0.2535783051874958;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;74.07192468643188;0.2583406555932734;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.41205954551697;0.262700039936982;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0865345001220703;0.261955608240041;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;158.65044903755188;0.254931395950175;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;159.04905796051025;0.2596406289399649;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.528170585632324;0.2512622903405337;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;13.990945100784302;0.2471605702332481;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;46.50003361701965;0.2511335847456314;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;46.13079690933228;0.2485434173508919;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.6820297241210938;0.2471885763284174;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;27.868046283721924;0.2476017571258056;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;27.59523606300354;0.2451434322895441;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4369289875030517;0.2474216940882537;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;27.20959949493408;0.2493470008561061;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.13550353050232;0.2503574323916784;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1162977218627929;0.2535566304694198;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;72.3216667175293;0.2556651446213062;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.82385468482971;0.2566633187074424;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0835132598876953;0.2683155878615244;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;161.45152592658997;0.2614514200305348;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;160.2203369140625;0.264235056788076;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.5313167572021484;0.2471675045413684;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;13.862553596496582;0.2387211043915323;5000.0;0.5;0.5;2.0;2.5
NcoK KM;1000;5;45.43025612831116;0.2414521084219227;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;1000;5;45.34718823432922;0.2440217577589259;5000.0;0.5;0.5;2.0;2.5
coKNN;500;10;3.610065937042236;0.2387311410928107;5000.0;0.5;0.5;2.0;2.5
NcoK KM;500;10;27.847543001174927;0.2415184765160231;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;500;10;27.833314418792725;0.2402258241557219;5000.0;0.5;0.5;2.0;2.5
coKNN;100;50;0.4520339965820312;0.2393452493359412;5000.0;0.5;0.5;2.0;2.5
NcoK KM;100;50;27.2473566532135;0.2458871564993434;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;100;50;27.02106094360352;0.2398062071964541;5000.0;0.5;0.5;2.0;2.5
coKNN;10;500;0.1162331104278564;0.2416706597699207;5000.0;0.5;0.5;2.0;2.5
NcoK KM;10;500;73.23330950737;0.2443054746030873;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;10;500;72.61692786216736;0.2336242498788188;5000.0;0.5;0.5;2.0;2.5
coKNN;5;1000;0.0843451023101806;0.2627662340725349;5000.0;0.5;0.5;2.0;2.5
NcoK KM;5;1000;158.10843086242676;0.2381192406654327;5000.0;0.5;0.5;2.0;2.5
NcoK KM+;5;1000;158.8826081752777;0.2475821731232775;5000.0;0.5;0.5;2.0;2.5
coK;5000;1;3.5506038665771484;0.2386823516159;5000.0;0.5;0.5;2.0;2.5
coKNN;1000;5;30.082544803619385;0.3313939055050811;;;;;
NcoK KM;1000;5;141.7808334827423;0.3363318334154823;;;;;
NcoK KM+;1000;5;49.67406225204468;0.3292464312608144;;;;;
coKNN;500;10;3.8455710411071777;0.3313754175804043;;;;;
NcoK KM;500;10;28.88246941566468;0.3342770576472511;;;;;
NcoK KM+;500;10;28.74923014640808;0.3344502204690414;;;;;
coKNN;100;50;0.4382946491241455;0.3315911696734174;;;;;
NcoK KM;100;50;27.946943759918213;0.3367593861783367;;;;;
NcoK KM+;100;50;27.83609414100647;0.338466592784276;;;;;
coKNN;10;500;0.1195321083068847;0.3344451252852424;;;;;
NcoK KM;10;500;73.0592303276062;0.3505798671572837;;;;;
coKNN;1000;5;14.985527753829956;0.4054256126440774;;;;;
NcoK KM;1000;5;45.27464985847473;0.4103972718167244;;;;;
NcoK KM+;1000;5;44.85241413116455;0.4038876466052032;;;;;
coKNN;500;10;3.719587802886963;0.4054873407154409;;;;;
NcoK KM;500;10;28.216570377349854;0.4026649711336563;;;;;
NcoK KM+;500;10;27.979334354400635;0.4084889291600268;;;;;
coKNN;100;50;0.4306051731109619;0.4055450394687465;;;;;
NcoK KM;100;50;27.96619391441345;0.4183698881251352;;;;;
NcoK KM+;100;50;27.565267324447632;0.4047082201242344;;;;;
coKNN;10;500;0.1181304454803466;0.4177933016630099;;;;;
NcoK KM;10;500;73.07396864891052;0.4128042553265874;;;;;
NcoK KM+;10;500;74.46749067306519;0.4241203389384322;;;;;
coKNN;5;1000;0.0789413452148437;0.4360592594254109;;;;;
NcoK KM;5;1000;159.3857672214508;0.411083419634391;;;;;
NcoK KM+;5;1000;160.11640763282776;0.4145275985141216;;;;;
coK;5000;1;3.5339548587799072;0.4054766312236034;;;;;
coKNN;1000;5;14.14623475074768;0.3736672389924202;;;;;
NcoK KM;1000;5;46.54660487174988;0.3777762951968475;;;;;
NcoK KM+;1000;5;46.87182974815369;0.3793431886882665;;;;;
coKNN;500;10;3.646626472473145;0.3736658472892048;;;;;
NcoK KM;500;10;27.80038285255432;0.3729964144086123;;;;;
NcoK KM+;500;10;28.715317487716675;0.3708030125638272;;;;;
coKNN;100;50;0.4485731124877929;0.3739773808758328;;;;;
NcoK KM;100;50;27.101659297943115;0.3842564523409035;;;;;
NcoK KM+;100;50;27.493573665618896;0.3790819880032707;;;;;
coKNN;10;500;0.1095368862152099;0.3926114314139658;;;;;
NcoK KM;10;500;72.6056215763092;0.3792653709689552;;;;;
NcoK KM+;10;500;72.48901414871216;0.3817049883100805;;;;;
coKNN;5;1000;0.0759878158569336;0.3958049591670711;;;;;
NcoK KM;5;1000;160.09952855110168;0.3859335934369021;;;;;
NcoK KM+;5;1000;159.04826998710632;0.3780434106166482;;;;;
coK;5000;1;3.549622058868408;0.3736544439031552;;;;;
coKNN;1000;5;14.073760032653809;0.3585350819796262;;;;;
NcoK KM;1000;5;46.09727191925049;0.3554753160619936;;;;;
NcoK KM+;1000;5;45.852256059646606;0.3565590194002119;;;;;
coKNN;500;10;3.681361198425293;0.3585416557190456;;;;;
NcoK KM;500;10;28.46963095664978;0.3656996194932491;;;;;
NcoK KM+;500;10;28.185131311416622;0.3592093178486928;;;;;
coKNN;100;50;0.4482064247131347;0.3585270612307991;;;;;
NcoK KM;100;50;27.18472266197205;0.3574660698535674;;;;;
NcoK KM+;100;50;27.34017372131348;0.3508021087108045;;;;;
coKNN;10;500;0.1062760353088378;0.356802718020776;;;;;
NcoK KM;10;500;72.73401212692261;0.3704068130379312;;;;;
NcoK KM+;10;500;72.7398829460144;0.3639270668888966;;;;;
coKNN;5;1000;0.0782811641693115;0.3688886120186421;;;;;
NcoK KM;5;1000;160.64013671875;0.3573516488346675;;;;;
NcoK KM+;5;1000;159.69894313812256;0.3624229946600583;;;;;
coK;5000;1;3.5868639945983887;0.3585372448734062;;;;;
coKNN;1000;5;13.961911916732788;0.3220067669249891;;;;;
NcoK KM;1000;5;48.7424693107605;0.326892484588712;;;;;
NcoK KM+;1000;5;47.93085837364197;0.3285856626295472;;;;;
coKNN;500;10;3.768094539642334;0.3219438463170001;;;;;
NcoK KM;500;10;28.73182272911072;0.3283020238751494;;;;;
NcoK KM+;500;10;29.11917543411255;0.3278059070007874;;;;;
coKNN;100;50;0.4683012962341308;0.3235557205651684;;;;;
NcoK KM;100;50;27.966875314712524;0.3306110000450127;;;;;
NcoK KM+;100;50;27.2012619972229;0.322888052473666;;;;;
coKNN;10;500;0.1158409118652343;0.330755081473827;;;;;
NcoK KM;10;500;72.27497172355652;0.321938507070227;;;;;
NcoK KM+;10;500;72.53425216674805;0.3266320878766726;;;;;
coKNN;5;1000;0.0650060176849365;0.3490205105171507;;;;;
NcoK KM;5;1000;158.63377046585083;0.325861723955129;;;;;
NcoK KM+;5;1000;159.21981930732727;0.3162844034757279;;;;;
coK;5000;1;3.616337776184082;0.3220060319200692;;;;;
coKNN;1000;5;14.047271490097046;0.3241646754731815;;;;;
NcoK KM;1000;5;46.2002227306366;0.3243915706881088;;;;;
NcoK KM+;1000;5;46.10138773918152;0.3290172965611369;;;;;
coKNN;500;10;3.647637128829956;0.3241345719605527;;;;;
NcoK KM;500;10;27.67085647583008;0.3308370772131515;;;;;
NcoK KM+;500;10;27.605931282043457;0.3285211779126663;;;;;
coKNN;100;50;0.4294958114624023;0.3243496822278014;;;;;
NcoK KM;100;50;27.063555002212524;0.3277822560560051;;;;;
NcoK KM+;100;50;27.175544500350952;0.3284379205715533;;;;;
coKNN;10;500;0.1076774597167968;0.3309090833592885;;;;;
NcoK KM;10;500;72.65389776229858;0.3365700620322172;;;;;
NcoK KM+;10;500;72.40505003929138;0.3307365124731471;;;;;
coKNN;5;1000;0.0776448249816894;0.3486733456493836;;;;;
NcoK KM;5;1000;158.7255311012268;0.3301183718169844;;;;;
NcoK KM+;5;1000;159.98247027397156;0.3397154780476799;;;;;
coK;5000;1;3.549450397491455;0.3241671929895783;;;;;
coKNN;1000;5;14.116628408432009;0.3462023424679112;;;;;
NcoK KM;1000;5;46.51833701133728;0.3501244285757304;;;;;
NcoK KM+;1000;5;45.848159313201904;0.3541151326862843;;;;;
coKNN;500;10;3.663883924484253;0.3462279262289849;;;;;
NcoK KM;500;10;27.81809401512146;0.3533064708639435;;;;;
NcoK KM+;500;10;28.184584856033325;0.3513009979508624;;;;;
coKNN;100;50;0.4321825504302978;0.3462676217083698;;;;;
NcoK KM;100;50;27.54757499694824;0.3579780722106427;;;;;
NcoK KM+;100;50;27.45469617843628;0.3571277683485653;;;;;
coKNN;10;500;0.114891767501831;0.3539840523464123;;;;;
NcoK KM;10;500;72.42596983909607;0.3522032531657871;;;;;
NcoK KM+;10;500;72.5917637348175;0.3517120167106042;;;;;
coKNN;5;1000;0.0783236026763916;0.3499413762871246;;;;;
NcoK KM;5;1000;160.96633195877075;0.349999083427075;;;;;
NcoK KM+;5;1000;159.4162938594818;0.3466333847403794;;;;;
coK;5000;1;3.517225980758667;0.3461956003460945;;;;;
coKNN;1000;5;14.02104663848877;0.3908807922558268;;;;;
NcoK KM;1000;5;46.53550934791565;0.3970096415453968;;;;;
NcoK KM+;1000;5;45.99967360496521;0.3972514063900956;;;;;
coKNN;500;10;3.668463945388794;0.3908331692550733;;;;;
NcoK KM;500;10;27.91428565979004;0.3919267564739631;;;;;
NcoK KM+;500;10;27.6852285861969;0.3996711404338817;;;;;
coKNN;100;50;0.4686617851257324;0.3901663072773508;;;;;
NcoK KM;100;50;28.301637649536133;0.3932229415857316;;;;;
NcoK KM+;100;50;28.33039331436157;0.3921573376939566;;;;;
coKNN;10;500;0.1214857101440429;0.3907750371103161;;;;;
NcoK KM;10;500;72.83143448829651;0.3934915130044337;;;;;
NcoK KM+;10;500;72.77689099311829;0.4069170980603919;;;;;
coKNN;5;1000;0.0737421512603759;0.4081334584653827;;;;;
NcoK KM;5;1000;160.17987656593323;0.3974070449671519;;;;;
NcoK KM+;5;1000;161.8685507774353;0.3994259566082894;;;;;
coK;5000;1;3.567878484725952;0.3909205899182411;;;;;
coKNN;1000;5;13.91173791885376;0.3363237038830137;;;;;
NcoK KM;1000;5;46.51838302612305;0.3334144950404207;;;;;
NcoK KM+;1000;5;46.74335074424744;0.3341204946090239;;;;;
coKNN;500;10;3.822465658187866;0.3362741054499325;;;;;
NcoK KM;500;10;28.14730167388916;0.3281982507223808;;;;;
NcoK KM+;500;10;28.58670997619629;0.3347190408755648;;;;;
coKNN;100;50;0.4828240871429443;0.3354703475320783;;;;;
NcoK KM;100;50;27.77696943283081;0.3341349810565033;;;;;
NcoK KM+;100;50;28.008722066879272;0.3379002798916312;;;;;
coKNN;10;500;0.1112604141235351;0.3268855765759315;;;;;
NcoK KM;10;500;72.64390659332275;0.332853127829105;;;;;
NcoK KM+;10;500;72.48630428314209;0.338518620960124;;;;;
coKNN;5;1000;0.0685100555419921;0.3429405506409403;;;;;
NcoK KM;5;1000;158.42218685150146;0.3318532378676869;;;;;
NcoK KM+;5;1000;159.24675154685974;0.3255656827225942;;;;;
coK;5000;1;3.5450425148010254;0.3363203201162137;;;;;
coKNN;1000;5;14.554121494293211;0.3556253666776141;;;;;
NcoK KM;1000;5;45.30015325546265;0.3599289649914224;;;;;
NcoK KM+;1000;5;45.633317947387695;0.3539436013101153;;;;;
coKNN;500;10;3.698972702026367;0.3556063727962418;;;;;
NcoK KM;500;10;28.148680686950684;0.3755906645943478;;;;;
NcoK KM+;500;10;30.21829485893249;0.3582052924933308;;;;;
coKNN;100;50;0.4476892948150635;0.3557076822552125;;;;;
NcoK KM;100;50;27.79821252822876;0.3625034559633585;;;;;
NcoK KM+;100;50;27.790780305862427;0.36946751861653;;;;;
coKNN;10;500;0.1082358360290527;0.3717432289146414;;;;;
NcoK KM;10;500;72.68861818313599;0.3683861164453259;;;;;
NcoK KM+;10;500;72.5564980506897;0.3705557430824771;;;;;
coKNN;5;1000;0.0838041305541992;0.3797459238535379;;;;;
NcoK KM;5;1000;158.2029733657837;0.3642501319747089;;;;;
NcoK KM+;5;1000;158.783668756485;0.3731595556869729;;;;;
coK;5000;1;3.5341925621032715;0.3556404075018409;;;;;
coKNN;1000;5;13.86619472503662;0.4045399935817776;;;;;
NcoK KM;1000;5;46.0221061706543;0.4044841754968785;;;;;
NcoK KM+;1000;5;46.30408334732056;0.4038026804470013;;;;;
coKNN;500;10;3.678326606750488;0.4045528573838492;;;;;
NcoK KM;500;10;27.91886687278748;0.4029715036554863;;;;;
NcoK KM+;500;10;28.334277153015137;0.4020245342573368;;;;;
coKNN;100;50;0.4337272644042969;0.4041815398398014;;;;;
NcoK KM;100;50;27.283048629760746;0.4084387304468597;;;;;
NcoK KM+;100;50;28.04717421531677;0.3981217728051746;;;;;
coKNN;10;500;0.1373560428619384;0.3974331275963573;;;;;
NcoK KM;10;500;72.40027141571045;0.4133660127370155;;;;;
NcoK KM+;10;500;74.16223573684692;0.4087407076559663;;;;;
coKNN;5;1000;0.0867033004760742;0.3998932856682613;;;;;
NcoK KM;5;1000;158.51762533187866;0.4166673660106635;;;;;
NcoK KM+;5;1000;159.13822197914124;0.4043205424920087;;;;;
coK;5000;1;3.555038928985596;0.4045598396869457;;;;;
coKNN;1000;5;14.166503190994264;0.34701165467604;;;;;
NcoK KM;1000;5;46.62284874916077;0.3557982209108733;;;;;
NcoK KM+;1000;5;46.08511734008789;0.3539283623169804;;;;;
coKNN;500;10;3.792550802230835;0.3469936064974895;;;;;
NcoK KM;500;10;28.78472161293029;0.3484011504441201;;;;;
NcoK KM+;500;10;27.911675453186035;0.3482257313560951;;;;;
coKNN;100;50;0.5337755680084229;0.3464050857737252;;;;;
NcoK KM;100;50;26.97537350654602;0.3508852269374973;;;;;
NcoK KM+;100;50;27.203900575637817;0.3516126837696238;;;;;
coKNN;10;500;0.1239066123962402;0.3531934831929353;;;;;
NcoK KM;10;500;72.77047848701477;0.35199088257773;;;;;
NcoK KM+;10;500;72.50485730171204;0.3537114731508867;;;;;
coKNN;5;1000;0.0767936706542968;0.3479251028241345;;;;;
NcoK KM;5;1000;159.19110107421875;0.355577123849769;;;;;
NcoK KM+;5;1000;159.06683373451233;0.3523069863688169;;;;;
coK;5000;1;3.535799741744995;0.3470192283956255;;;;;
coKNN;1000;5;13.970268964767456;0.3343552661970829;;;;;
NcoK KM;1000;5;47.16140675544739;0.3328668076854038;;;;;
NcoK KM+;1000;5;46.48005509376526;0.333406334039374;;;;;
coKNN;500;10;3.7445476055145264;0.3342948808412794;;;;;
NcoK KM;500;10;28.41255760192871;0.3351991541953998;;;;;
NcoK KM+;500;10;28.43478035926819;0.3276542217959711;;;;;
coKNN;100;50;0.4653470516204834;0.3343208880138009;;;;;
NcoK KM;100;50;27.950130224227905;0.3323847342047923;;;;;
NcoK KM+;100;50;27.98461532592773;0.3441780687301429;;;;;
coKNN;10;500;0.1195168495178222;0.3252900067277759;;;;;
NcoK KM;10;500;72.31202960014343;0.3363401370206461;;;;;
NcoK KM+;10;500;72.0835747718811;0.3369122686772259;;;;;
coKNN;5;1000;0.0834174156188964;0.3275050554197301;;;;;
NcoK KM;5;1000;159.9658968448639;0.3372662161642123;;;;;
NcoK KM+;5;1000;159.44049739837646;0.3314154435648035;;;;;
coK;5000;1;3.558738470077514;0.3343425016181729;;;;;
coKNN;1000;5;13.868225336074827;0.3257174830118166;;;;;
NcoK KM;1000;5;45.70742750167847;0.3281716701296091;;;;;
NcoK KM+;1000;5;47.7081663608551;0.3367085005526146;;;;;
coKNN;500;10;3.633803367614746;0.3256887370990318;;;;;
NcoK KM;500;10;27.609591245651245;0.3237997120716889;;;;;
NcoK KM+;500;10;27.47062468528748;0.318689462456965;;;;;
coKNN;100;50;0.4481213092803955;0.3232856024922919;;;;;
NcoK KM;100;50;26.894829511642456;0.3394485372634854;;;;;
NcoK KM+;100;50;26.973901748657227;0.3424509655478394;;;;;
coKNN;10;500;0.1042540073394775;0.3309229855641186;;;;;
NcoK KM;10;500;72.55177402496338;0.3299598908768181;;;;;
NcoK KM+;10;500;73.68222641944885;0.3355159397183678;;;;;
coKNN;5;1000;0.0827536582946777;0.3540149073050242;;;;;
NcoK KM;5;1000;158.7338514328003;0.3225411587377813;;;;;
NcoK KM+;5;1000;158.91720700263977;0.3227006386199468;;;;;
coK;5000;1;3.605751037597656;0.3256947018833752;;;;;
coKNN;1000;5;14.046069145202637;0.322465468003668;;;;;
NcoK KM;1000;5;46.73612713813782;0.328029122859223;;;;;
NcoK KM+;1000;5;46.97782468795776;0.3220244738928501;;;;;
coKNN;500;10;3.672604560852051;0.3224614349287492;;;;;
NcoK KM;500;10;28.85136032104492;0.3230041634562329;;;;;
NcoK KM+;500;10;28.61463212966919;0.3344525307752843;;;;;
coKNN;100;50;0.4672737121582031;0.3226029040937361;;;;;
NcoK KM;100;50;27.69331908226013;0.3287476381537793;;;;;
NcoK KM+;100;50;27.78814101219177;0.326439661984062;;;;;
coKNN;10;500;0.1219756603240966;0.3320090455493258;;;;;
NcoK KM;10;500;74.33372092247009;0.3353002837025975;;;;;
NcoK KM+;10;500;72.4337420463562;0.3389004665147581;;;;;
coKNN;5;1000;0.083383560180664;0.3452915827380695;;;;;
NcoK KM;5;1000;158.43903875350952;0.3226519744731174;;;;;
NcoK KM+;5;1000;158.9175078868866;0.3295912996049804;;;;;
coK;5000;1;3.5318336486816406;0.3224814980741719;;;;;
coKNN;1000;5;14.095810174942017;0.3569253759153662;;;;;
NcoK KM;1000;5;46.435322523117065;0.3580704498034509;;;;;
NcoK KM+;1000;5;46.18091344833374;0.358637441910477;;;;;
coKNN;500;10;3.730404138565064;0.356933457671616;;;;;
NcoK KM;500;10;28.19743394851685;0.3614015716734244;;;;;
NcoK KM+;500;10;28.073787450790405;0.3618323104010986;;;;;
coKNN;100;50;0.4609677791595459;0.3567038535820734;;;;;
NcoK KM;100;50;27.666457414627075;0.3594357333418965;;;;;
NcoK KM+;100;50;27.828155994415283;0.3584930649651624;;;;;
coKNN;10;500;0.1142261028289794;0.3618425709730874;;;;;
NcoK KM;10;500;72.62292718887329;0.3607293576904315;;;;;
