METHOD;N;K;TIME;RMSE;a
NcoK;10;100;3.0330827236175537;0.4225455116787343;[0.3 0.3]
coKNN;5;200;0.0385537147521972;0.4425348805549024;[0.3 0.3]
NcoK;5;200;5.000338315963745;0.4265416142560079;[0.3 0.3]
coK;1000;1;0.0888195037841796;0.4222983550075042;[0.3 0.3]
coKNN;100;10;0.4160966873168945;0.4130091365101429;[0.3 0.3]
NcoK;100;10;3.94992995262146;0.4006023666327545;[0.3 0.3]
coKNN;50;20;0.1851503849029541;0.4132958528834747;[0.3 0.3]
NcoK;50;20;3.498138189315796;0.4037492643991277;[0.3 0.3]
coKNN;20;50;0.0669653415679931;0.4147621671333648;[0.3 0.3]
NcoK;20;50;2.90159273147583;0.3935976171602991;[0.3 0.3]
coKNN;10;100;0.0380709171295166;0.4103632543504516;[0.3 0.3]
NcoK;10;100;3.033304452896118;0.389918752453153;[0.3 0.3]
coKNN;5;200;0.0337815284729003;0.4284940192907958;[0.3 0.3]
NcoK;5;200;5.04979395866394;0.3998544866706395;[0.3 0.3]
coK;1000;1;0.0800182819366455;0.3923681373350382;[0.3 0.3]
coKNN;100;10;0.3999130725860595;0.4109869588925939;[0.3 0.3]
NcoK;100;10;3.866533041000366;0.4087344883382866;[0.3 0.3]
coKNN;50;20;0.1834018230438232;0.4111773913378931;[0.3 0.3]
NcoK;50;20;3.465665102005005;0.4047131574884839;[0.3 0.3]
coKNN;20;50;0.0670068264007568;0.4125158689971885;[0.3 0.3]
NcoK;20;50;2.89985728263855;0.4011123807939737;[0.3 0.3]
coKNN;10;100;0.0488226413726806;0.4132840412938974;[0.3 0.3]
NcoK;10;100;3.033292293548584;0.4000488212033373;[0.3 0.3]
coKNN;5;200;0.0337817668914794;0.4208957532596176;[0.3 0.3]
NcoK;5;200;4.900371313095093;0.4057564065378135;[0.3 0.3]
coK;1000;1;0.08296799659729;0.3979570399774125;[0.3 0.3]
coKNN;100;10;0.4155561923980713;0.4295120153117406;[0.3 0.3]
NcoK;100;10;3.8638994693756095;0.4027877068735037;[0.3 0.3]
coKNN;50;20;0.1834273338317871;0.4295998487780083;[0.3 0.3]
NcoK;50;20;3.4578261375427246;0.4133725247153114;[0.3 0.3]
coKNN;20;50;0.0574655532836914;0.4313224361068475;[0.3 0.3]
NcoK;20;50;2.8998939990997314;0.4040048151066978;[0.3 0.3]
coKNN;10;100;0.0499739646911621;0.4265190632450397;[0.3 0.3]
NcoK;10;100;3.0830509662628174;0.4071423770919373;[0.3 0.3]
coKNN;5;200;0.0370388031005859;0.462472727723257;[0.3 0.3]
NcoK;5;200;5.0767552852630615;0.3992779716245104;[0.3 0.3]
coK;1000;1;0.0730831623077392;0.3972033503537181;[0.3 0.3]
coKNN;100;10;0.4146568775177002;0.4261903697979782;[0.3 0.3]
NcoK;100;10;3.8696930408477774;0.4230969541210396;[0.3 0.3]
coKNN;50;20;0.1804003715515136;0.4260436621704472;[0.3 0.3]
NcoK;50;20;3.512739896774292;0.4136375051451215;[0.3 0.3]
coKNN;20;50;0.0665969848632812;0.428491029648225;[0.3 0.3]
NcoK;20;50;2.89026403427124;0.4141398686608084;[0.3 0.3]
coKNN;10;100;0.0432291030883789;0.4265704690796071;[0.3 0.3]
NcoK;10;100;3.081992149353028;0.4103678505995721;[0.3 0.3]
coKNN;5;200;0.0282590389251709;0.4406009264014498;[0.3 0.3]
NcoK;5;200;5.101522922515869;0.3923967682622784;[0.3 0.3]
coK;1000;1;0.0803134441375732;0.4115295648833356;[0.3 0.3]
coKNN;100;10;0.3996753692626953;0.4551029721502135;[0.3 0.3]
NcoK;100;10;3.866615533828736;0.437747151446441;[0.3 0.3]
coKNN;50;20;0.1833319664001464;0.455707859670982;[0.3 0.3]
NcoK;50;20;3.4167840480804443;0.4344984632800867;[0.3 0.3]
coKNN;20;50;0.0831489562988281;0.4554404344270753;[0.3 0.3]
NcoK;20;50;2.9163577556610107;0.421311084766114;[0.3 0.3]
coKNN;10;100;0.0484955310821533;0.4614672810950602;[0.3 0.3]
NcoK;10;100;3.049966096878052;0.4157995334803286;[0.3 0.3]
coKNN;5;200;0.0342669486999511;0.4841409918520007;[0.3 0.3]
NcoK;5;200;5.116895914077759;0.4069895573979613;[0.3 0.3]
coK;1000;1;0.0830488204956054;0.4069740943122246;[0.3 0.3]
coKNN;100;10;0.4243547916412353;0.4078065277904568;[0.3 0.3]
NcoK;100;10;3.800018072128296;0.4083133688820963;[0.3 0.3]
coKNN;50;20;0.1892035007476806;0.4076024158423367;[0.3 0.3]
NcoK;50;20;3.4499740600585938;0.3955997925201406;[0.3 0.3]
coKNN;20;50;0.0665006637573242;0.4084559527307608;[0.3 0.3]
NcoK;20;50;2.8844969272613525;0.4062187582394539;[0.3 0.3]
coKNN;10;100;0.0588667392730712;0.407563710035851;[0.3 0.3]
NcoK;10;100;3.080719232559204;0.3955943681636105;[0.3 0.3]
coKNN;5;200;0.0185556411743164;0.4184471109923664;[0.3 0.3]
NcoK;5;200;5.135632753372192;0.3946367101769747;[0.3 0.3]
coK;1000;1;0.0638082027435302;0.3901663471531576;[0.3 0.3]
coKNN;100;10;0.3993210792541504;0.4338769688181972;[0.3 0.3]
NcoK;100;10;3.933220386505127;0.4016668062552357;[0.3 0.3]
coKNN;50;20;0.1832611560821533;0.4351819403932994;[0.3 0.3]
NcoK;50;20;3.439138889312744;0.4014786138669672;[0.3 0.3]
coKNN;20;50;0.0607416629791259;0.4357755012531819;[0.3 0.3]
NcoK;20;50;2.884507417678833;0.4087952542297087;[0.3 0.3]
coKNN;10;100;0.0498096942901611;0.4287651408426753;[0.3 0.3]
NcoK;10;100;3.055159330368042;0.4084803607907504;[0.3 0.3]
coKNN;5;200;0.0278992652893066;0.4390396898434864;[0.3 0.3]
NcoK;5;200;5.0834009647369385;0.4084396215390029;[0.3 0.3]
coK;1000;1;0.0828640460968017;0.3952706883889441;[0.3 0.3]
coKNN;100;10;0.4160928726196289;0.4114910256964437;[0.3 0.3]
NcoK;100;10;3.8387176990509033;0.4150483487400674;[0.3 0.3]
coKNN;50;20;0.1677706241607666;0.4112524559727084;[0.3 0.3]
NcoK;50;20;3.433485507965088;0.4182045722925178;[0.3 0.3]
coKNN;20;50;0.0664846897125244;0.411185477131994;[0.3 0.3]
NcoK;20;50;2.899524211883545;0.4240058445678911;[0.3 0.3]
coKNN;10;100;0.0432026386260986;0.4121055558123593;[0.3 0.3]
NcoK;10;100;3.083759069442749;0.401580503863558;[0.3 0.3]
coKNN;5;200;0.0317325592041015;0.4230241618372155;[0.3 0.3]
NcoK;5;200;5.033313274383545;0.406352375163766;[0.3 0.3]
coK;1000;1;0.0888447761535644;0.3956877139118446;[0.3 0.3]
coKNN;100;10;0.4162497520446777;0.4864933536474887;[0.3 0.3]
NcoK;100;10;3.883394718170166;0.4652493678824004;[0.3 0.3]
coKNN;50;20;0.1831257343292236;0.4865896080758301;[0.3 0.3]
NcoK;50;20;3.3663015365600586;0.4734936674234579;[0.3 0.3]
coKNN;20;50;0.085240364074707;0.4877059877900783;[0.3 0.3]
NcoK;20;50;2.8995652198791504;0.4691448713532935;[0.3 0.3]
coKNN;10;100;0.0502340793609619;0.4898773314624997;[0.3 0.3]
NcoK;10;100;3.1246256828308105;0.4704317467679696;[0.3 0.3]
coKNN;5;200;0.024778127670288;0.5109714182707735;[0.3 0.3]
NcoK;5;200;4.983645677566528;0.4718556647464371;[0.3 0.3]
coK;1000;1;0.0828590393066406;0.4581743500102926;[0.3 0.3]
coKNN;100;10;0.4162368774414062;0.432097245977644;[0.3 0.3]
NcoK;100;10;3.83139443397522;0.4124863261203864;[0.3 0.3]
coKNN;50;20;0.1677303314208984;0.4307719761280362;[0.3 0.3]
NcoK;50;20;3.433429718017578;0.4055177551172367;[0.3 0.3]
coKNN;20;50;0.0665624141693115;0.4308835032399746;[0.3 0.3]
NcoK;20;50;2.9336423873901367;0.4020969662644945;[0.3 0.3]
coKNN;10;100;0.0331559181213378;0.4333997521104049;[0.3 0.3]
NcoK;10;100;3.0332417488098145;0.4005021957609648;[0.3 0.3]
coKNN;5;200;0.0294384956359863;0.4506148202865954;[0.3 0.3]
NcoK;5;200;5.156550884246826;0.4008313286816774;[0.3 0.3]
coK;1000;1;0.0769834518432617;0.3983489054079626;[0.3 0.3]
coKNN;100;10;0.4158296585083008;0.4066051821702022;[0.3 0.3]
NcoK;100;10;3.799980878829956;0.4093462299875679;[0.3 0.3]
coKNN;50;20;0.1832306385040283;0.4063082558535174;[0.3 0.3]
NcoK;50;20;3.464080810546875;0.4011483565921664;[0.3 0.3]
coKNN;20;50;0.0691633224487304;0.4101044074889909;[0.3 0.3]
NcoK;20;50;2.9035544395446777;0.3970778227831422;[0.3 0.3]
coKNN;10;100;0.0377740859985351;0.4123642126519305;[0.3 0.3]
NcoK;10;100;3.083630323410034;0.39981999534642;[0.3 0.3]
coKNN;5;200;0.0169155597686767;0.4213018003551588;[0.3 0.3]
NcoK;5;200;4.91721510887146;0.3910532882395197;[0.3 0.3]
coK;1000;1;0.0677711963653564;0.3888942826608878;[0.3 0.3]
coKNN;100;10;0.4155724048614502;0.4003397556444302;[0.3 0.3]
NcoK;100;10;3.8927114009857178;0.3735914310358505;[0.3 0.3]
coKNN;50;20;0.1772773265838623;0.4003888803959522;[0.3 0.3]
NcoK;50;20;3.4270501136779785;0.3659609421842069;[0.3 0.3]
coKNN;20;50;0.0736408233642578;0.4010533403933033;[0.3 0.3]
NcoK;20;50;2.916151762008667;0.3834133374079139;[0.3 0.3]
coKNN;10;100;0.0490186214447021;0.4042758423268758;[0.3 0.3]
NcoK;10;100;3.106762409210205;0.3718526746167571;[0.3 0.3]
coKNN;5;200;0.0170502662658691;0.4014292605014645;[0.3 0.3]
NcoK;5;200;5.150201082229614;0.3668555931079571;[0.3 0.3]
coK;1000;1;0.0830919742584228;0.3808333850831257;[0.3 0.3]
coKNN;100;10;0.415635347366333;0.4010211889671337;[0.3 0.3]
NcoK;100;10;3.915253400802612;0.388796062921018;[0.3 0.3]
coKNN;50;20;0.1667344570159912;0.4001490190023071;[0.3 0.3]
NcoK;50;20;3.3994688987731934;0.40111483006738;[0.3 0.3]
coKNN;20;50;0.0666327476501464;0.4015406873764954;[0.3 0.3]
NcoK;20;50;2.899876356124878;0.4002335308342381;[0.3 0.3]
coKNN;10;100;0.0499558448791503;0.4046162171797893;[0.3 0.3]
NcoK;10;100;3.049834728240967;0.4022122377142335;[0.3 0.3]
coKNN;5;200;0.0338869094848632;0.4240576721208428;[0.3 0.3]
NcoK;5;200;5.133423566818237;0.3977797284921652;[0.3 0.3]
coK;1000;1;0.0829303264617919;0.39681810047365;[0.3 0.3]
coKNN;100;10;0.4072957038879394;0.4587845601574403;[0.3 0.3]
NcoK;100;10;3.833288192749024;0.4669519802690281;[0.3 0.3]
coKNN;50;20;0.1832888126373291;0.4573667799662331;[0.3 0.3]
NcoK;50;20;3.41630220413208;0.4609111014251859;[0.3 0.3]
coKNN;20;50;0.06663179397583;0.459228625979085;[0.3 0.3]
NcoK;20;50;2.9000003337860107;0.4594853620086515;[0.3 0.3]
coKNN;10;100;0.0331623554229736;0.4655091338045334;[0.3 0.3]
NcoK;10;100;3.0778541564941406;0.4427449108857765;[0.3 0.3]
coKNN;5;200;0.0327632427215576;0.4631283307880151;[0.3 0.3]
NcoK;5;200;4.862103462219238;0.4466380988855203;[0.3 0.3]
coK;1000;1;0.0830690860748291;0.4168557202289737;[0.3 0.3]
coKNN;100;10;0.3994247913360595;0.4182770255092309;[0.3 0.3]
NcoK;100;10;3.838857412338257;0.4048208860323192;[0.3 0.3]
coKNN;50;20;0.1832320690155029;0.4179069257007511;[0.3 0.3]
NcoK;50;20;3.451858758926392;0.4038620361279949;[0.3 0.3]
coKNN;20;50;0.0637488365173339;0.4170657133470509;[0.3 0.3]
NcoK;20;50;2.92366361618042;0.4017319696400293;[0.3 0.3]
coKNN;10;100;0.0427258014678955;0.4125596982990568;[0.3 0.3]
NcoK;10;100;3.0838053226470947;0.403743174037022;[0.3 0.3]
coKNN;5;200;0.0167107582092285;0.4125008046793939;[0.3 0.3]
NcoK;5;200;5.133616924285889;0.3938293916880397;[0.3 0.3]
coK;1000;1;0.0830240249633789;0.4030797771031537;[0.3 0.3]
coKNN;100;10;0.4347071647644043;0.4173003274993844;[0.3 0.3]
NcoK;100;10;3.794245719909668;0.3635802172042304;[0.3 0.3]
coKNN;50;20;0.1723914146423339;0.4176274531126491;[0.3 0.3]
NcoK;50;20;3.421603441238404;0.3583082763293576;[0.3 0.3]
coKNN;20;50;0.0732221603393554;0.4177569259565994;[0.3 0.3]
NcoK;20;50;2.916399478912353;0.3666917369035029;[0.3 0.3]
coKNN;10;100;0.0502305030822753;0.4128312658716501;[0.3 0.3]
NcoK;10;100;3.085991621017456;0.3577873166853912;[0.3 0.3]
coKNN;5;200;0.014132022857666;0.4188785900101823;[0.3 0.3]
NcoK;5;200;5.150376081466675;0.3682061015370589;[0.3 0.3]
coK;1000;1;0.0898883342742919;0.3601172348097455;[0.3 0.3]
coKNN;100;10;0.4160854816436767;0.4312156471622183;[0.3 0.3]
NcoK;100;10;3.8662850856781006;0.4009800364234938;[0.3 0.3]
coKNN;50;20;0.1817710399627685;0.43293976847612;[0.3 0.3]
NcoK;50;20;3.4165875911712646;0.4038946113427089;[0.3 0.3]
coKNN;20;50;0.0834188461303711;0.4326244515734253;[0.3 0.3]
NcoK;20;50;2.9003076553344727;0.3980998831836488;[0.3 0.3]
coKNN;10;100;0.032994270324707;0.4378291474022229;[0.3 0.3]
NcoK;10;100;3.1256320476531982;0.39334314312509;[0.3 0.3]
coKNN;5;200;0.0172171592712402;0.4437120357419338;[0.3 0.3]
NcoK;5;200;5.047853946685791;0.4062808794988603;[0.3 0.3]
coK;1000;1;0.0828375816345214;0.3955463021506853;[0.3 0.3]
coKNN;100;10;0.4158999919891357;0.3576047421301052;[0.3 0.3]
NcoK;100;10;3.767695903778076;0.3262507756819398;[0.3 0.3]
coKNN;50;20;0.1832890510559082;0.3592227718890367;[0.3 0.3]
NcoK;50;20;3.399960517883301;0.3290147366415015;[0.3 0.3]
coKNN;20;50;0.0832188129425048;0.360715426571371;[0.3 0.3]
NcoK;20;50;2.899888753890991;0.319144170337575;[0.3 0.3]
coKNN;10;100;0.0499584674835205;0.361145517018651;[0.3 0.3]
NcoK;10;100;3.0955166816711426;0.3312528958742692;[0.3 0.3]
coKNN;5;200;0.0206928253173828;0.3777709604896995;[0.3 0.3]
NcoK;5;200;5.099797248840332;0.3439940926647864;[0.3 0.3]
coK;1000;1;0.1566183567047119;0.3488303329254707;[0.3 0.3]
coKNN;100;10;0.4158275127410888;0.3887295552135985;[0.3 0.3]
NcoK;100;10;3.883315563201904;0.4072429121990243;[0.3 0.3]
coKNN;50;20;0.1832265853881836;0.388603887199741;[0.3 0.3]
NcoK;50;20;3.416604518890381;0.4084463790726363;[0.3 0.3]
coKNN;20;50;0.0666310787200927;0.3891324393656557;[0.3 0.3]
NcoK;20;50;2.9164464473724365;0.4045891922320238;[0.3 0.3]
coKNN;10;100;0.0478854179382324;0.4004631299478449;[0.3 0.3]
NcoK;10;100;3.0829901695251465;0.4105539294760761;[0.3 0.3]
coKNN;5;200;0.0173113346099853;0.420747261920122;[0.3 0.3]
NcoK;5;200;4.904832601547241;0.3883112068743501;[0.3 0.3]
coK;1000;1;0.0745892524719238;0.3863646187199831;[0.3 0.3]
coKNN;100;10;0.4153592586517334;0.3524926246185206;[0.3 0.3]
NcoK;100;10;3.8165805339813232;0.3666184339955221;[0.3 0.3]
coKNN;50;20;0.1940381526947021;0.3525060267337033;[0.3 0.3]
NcoK;50;20;3.4501490592956543;0.353235043387835;[0.3 0.3]
coKNN;20;50;0.0659573078155517;0.3571876397257221;[0.3 0.3]
NcoK;20;50;2.8983266353607178;0.3397836554129112;[0.3 0.3]
coKNN;10;100;0.0385718345642089;0.3678032118043448;[0.3 0.3]
NcoK;10;100;3.030165195465088;0.3453451267658633;[0.3 0.3]
coKNN;5;200;0.0196948051452636;0.3628697762706904;[0.3 0.3]
NcoK;5;200;5.016512632369995;0.3420965529926008;[0.3 0.3]
coK;1000;1;0.0829851627349853;0.342927068335163;[0.3 0.3]
coKNN;100;10;0.4060490131378174;0.4216959709978327;[0.3 0.3]
NcoK;100;10;3.8165438175201416;0.4315965231738623;[0.3 0.3]
coKNN;50;20;0.183436632156372;0.4209534425037736;[0.3 0.3]
NcoK;50;20;3.4333302974700928;0.4191550596271848;[0.3 0.3]
coKNN;20;50;0.0833110809326171;0.4193386912919594;[0.3 0.3]
NcoK;20;50;2.916327714920044;0.4187971940354998;[0.3 0.3]
coKNN;10;100;0.0332987308502197;0.4234750084561124;[0.3 0.3]
NcoK;10;100;3.082839012145996;0.425004297200362;[0.3 0.3]
coKNN;5;200;0.017301321029663;0.4468718028226261;[0.3 0.3]
NcoK;5;200;4.915321111679077;0.4138707410854141;[0.3 0.3]
coK;1000;1;0.0671093463897705;0.4033595532027824;[0.3 0.3]
coKNN;100;10;0.4326286315917969;0.4465832986367026;[0.3 0.3]
NcoK;100;10;3.84635591506958;0.4442416363173526;[0.3 0.3]
coKNN;50;20;0.1702504158020019;0.4469151937997254;[0.3 0.3]
NcoK;50;20;3.420883178710937;0.4483737452803875;[0.3 0.3]
coKNN;20;50;0.0833752155303955;0.4457986910550266;[0.3 0.3]
NcoK;20;50;2.93379807472229;0.4420602368412845;[0.3 0.3]
coKNN;10;100;0.0446040630340576;0.445863158249102;[0.3 0.3]
NcoK;10;100;3.0333855152130127;0.4411898681032319;[0.3 0.3]
coKNN;5;200;0.0170714855194091;0.4642733393059804;[0.3 0.3]
NcoK;5;200;5.033868789672852;0.446217601195612;[0.3 0.3]
coK;1000;1;0.0828711986541748;0.4397035605359123;[0.3 0.3]
coKNN;100;10;0.4325804710388183;0.428846424430126;[0.3 0.3]
NcoK;100;10;3.817636251449585;0.4086965852819234;[0.3 0.3]
coKNN;50;20;0.1826446056365966;0.4285299375591574;[0.3 0.3]
NcoK;50;20;3.448935508728028;0.4021588678609131;[0.3 0.3]
coKNN;20;50;0.0669834613800048;0.4326562283218526;[0.3 0.3]
NcoK;20;50;2.933046102523804;0.4070677829409009;[0.3 0.3]
coKNN;10;100;0.0500349998474121;0.4363853627014591;[0.3 0.3]
NcoK;10;100;3.0729870796203613;0.4083631398167801;[0.3 0.3]
coKNN;5;200;0.0271921157836914;0.4442687438585794;[0.3 0.3]
NcoK;5;200;4.967003107070923;0.4091336621813785;[0.3 0.3]
coK;1000;1;0.0828645229339599;0.3911708565504873;[0.3 0.3]
coKNN;100;10;0.4569437503814697;0.4327484481439755;[0.3 0.3]
NcoK;100;10;3.833328485488892;0.4207538684895585;[0.3 0.3]
coKNN;50;20;0.1871747970581054;0.4345838740703108;[0.3 0.3]
NcoK;50;20;3.4332292079925537;0.4143056048575547;[0.3 0.3]
coKNN;20;50;0.0666437149047851;0.4349475531953953;[0.3 0.3]
NcoK;20;50;2.9332399368286133;0.4100543436237414;[0.3 0.3]
coKNN;10;100;0.0483109951019287;0.4379445915870565;[0.3 0.3]
NcoK;10;100;3.131917715072632;0.4073335244840915;[0.3 0.3]
coKNN;5;200;0.0265185832977294;0.447266811870327;[0.3 0.3]
NcoK;5;200;5.017782211303711;0.3921661282415168;[0.3 0.3]
coK;1000;1;0.0830416679382324;0.3960338724012711;[0.3 0.3]
coKNN;100;10;0.4492702484130859;0.418720546098485;[0.3 0.3]
NcoK;100;10;3.7999675273895264;0.4098959444644883;[0.3 0.3]
coKNN;50;20;0.1831505298614502;0.4188040864287115;[0.3 0.3]
NcoK;50;20;3.46746826171875;0.4044201582481658;[0.3 0.3]
coKNN;20;50;0.0658025741577148;0.4209721530350078;[0.3 0.3]
NcoK;20;50;2.898871660232544;0.395065729471726;[0.3 0.3]
coKNN;10;100;0.0390682220458984;0.420399615328811;[0.3 0.3]
NcoK;10;100;3.015990734100342;0.3985406166325211;[0.3 0.3]
coKNN;5;200;0.0340754985809326;0.4235656775155654;[0.3 0.3]
NcoK;5;200;5.133531093597412;0.3954537686760144;[0.3 0.3]
coK;1000;1;0.0830516815185546;0.3978994674160488;[0.3 0.3]
coKNN;100;10;0.40193772315979;0.3976850677543377;[0.3 0.3]
NcoK;100;10;3.8696846961975098;0.3743487379718844;[0.3 0.3]
coKNN;50;20;0.1792142391204834;0.3973925391113039;[0.3 0.3]
NcoK;50;20;3.447046995162964;0.3838516433689506;[0.3 0.3]
coKNN;20;50;0.083195686340332;0.3990244962617516;[0.3 0.3]
NcoK;20;50;2.915574550628662;0.3858960100445618;[0.3 0.3]
coKNN;10;100;0.0445790290832519;0.3991759329657675;[0.3 0.3]
NcoK;10;100;3.081652879714966;0.3967244945961971;[0.3 0.3]
coKNN;5;200;0.0177719593048095;0.3990781784973;[0.3 0.3]
NcoK;5;200;5.0515007972717285;0.3904218754735271;[0.3 0.3]
coK;1000;1;0.0831332206726074;0.3734059722363026;[0.3 0.3]
coKNN;100;10;0.4156525135040283;0.4087717706963468;[0.3 0.3]
NcoK;100;10;3.934090375900269;0.4167539966527217;[0.3 0.3]
coKNN;50;20;0.1822791099548339;0.4065702118154859;[0.3 0.3]
NcoK;50;20;3.433307647705078;0.402052030980524;[0.3 0.3]
coKNN;20;50;0.0831961631774902;0.4075981853419297;[0.3 0.3]
NcoK;20;50;2.9165961742401123;0.402621234734259;[0.3 0.3]
coKNN;10;100;0.0471057891845703;0.4094814402292231;[0.3 0.3]
NcoK;10;100;3.075795888900757;0.3805047966339502;[0.3 0.3]
coKNN;5;200;0.0245251655578613;0.4112276485461129;[0.3 0.3]
NcoK;5;200;5.044089317321777;0.3816510285139254;[0.3 0.3]
coK;1000;1;0.0714519023895263;0.3898323392627976;[0.3 0.3]
coKNN;100;10;0.4158737659454345;0.3581735199826268;[0.3 0.3]
NcoK;100;10;3.916658639907837;0.3413961889867065;[0.3 0.3]
coKNN;50;20;0.18330979347229;0.3581524561975708;[0.3 0.3]
NcoK;50;20;3.446260929107666;0.3410049147463359;[0.3 0.3]
coKNN;20;50;0.070279836654663;0.3593538785735489;[0.3 0.3]
NcoK;20;50;2.9267234802246094;0.3419756405264579;[0.3 0.3]
coKNN;10;100;0.0329542160034179;0.3649436223029911;[0.3 0.3]
NcoK;10;100;3.0410749912261963;0.3332772420377423;[0.3 0.3]
coKNN;5;200;0.0338332653045654;0.3891132614482174;[0.3 0.3]
NcoK;5;200;5.116764307022095;0.3302032935938451;[0.3 0.3]
coK;1000;1;0.0667541027069091;0.3374712859573591;[0.3 0.3]
coKNN;100;10;0.4152138233184814;0.3879522182309469;[0.3 0.3]
NcoK;100;10;3.9120378494262695;0.3681762011269551;[0.3 0.3]
coKNN;50;20;0.1693334579467773;0.3882373996857908;[0.3 0.3]
NcoK;50;20;5.753605842590332;0.3785349203658041;[0.3 0.3]
coKNN;20;50;0.0832355022430419;0.3881501041963442;[0.3 0.3]
NcoK;20;50;2.8998584747314453;0.3737427690353451;[0.3 0.3]
coKNN;10;100;0.0499749183654785;0.3917250282248969;[0.3 0.3]
NcoK;10;100;3.083575487136841;0.3720049032595749;[0.3 0.3]
coKNN;5;200;0.0165650844573974;0.3860151956294355;[0.3 0.3]
NcoK;5;200;5.100379943847656;0.3671216820551671;[0.3 0.3]
coK;1000;1;0.0829265117645263;0.377830477411338;[0.3 0.3]
coKNN;100;10;0.4035720825195312;0.4539917655358986;[0.3 0.3]
NcoK;100;10;3.850088357925415;0.4487786159017113;[0.3 0.3]
coKNN;50;20;0.1832520961761474;0.4547161578808459;[0.3 0.3]
NcoK;50;20;3.366308212280273;0.4598857507658345;[0.3 0.3]
coKNN;20;50;0.066608190536499;0.4522022561515564;[0.3 0.3]
NcoK;20;50;2.9162437915802;0.4552234654529252;[0.3 0.3]
coKNN;10;100;0.0511014461517334;0.4517268563090952;[0.3 0.3]
NcoK;10;100;3.0492162704467773;0.4504918220942887;[0.3 0.3]
coKNN;5;200;0.0172855854034423;0.4529274929521753;[0.3 0.3]
NcoK;5;200;4.90101957321167;0.4362013153215933;[0.3 0.3]
coK;1000;1;0.0832729339599609;0.424638848940333;[0.3 0.3]
coKNN;100;10;0.7785675525665283;0.4007526446691832;[0.5 0.5]
NcoK;100;10;4.905129194259644;0.3946837375665062;[0.5 0.5]
coKNN;50;20;0.1727552413940429;0.4007685919346663;[0.5 0.5]
NcoK;50;20;3.5482101440429688;0.3907306783342524;[0.5 0.5]
coKNN;20;50;0.0782995223999023;0.4026321313346054;[0.5 0.5]
NcoK;20;50;2.920008659362793;0.384373126600604;[0.5 0.5]
coKNN;10;100;0.0333340167999267;0.4014014003792163;[0.5 0.5]
NcoK;10;100;2.999897003173828;0.3878598194756531;[0.5 0.5]
coKNN;5;200;0.0398638248443603;0.407489083127844;[0.5 0.5]
NcoK;5;200;4.988841772079468;0.3903320064482731;[0.5 0.5]
coK;1000;1;0.0830631256103515;0.3725852628891136;[0.5 0.5]
coKNN;100;10;0.4573032855987549;0.4717230270856369;[0.5 0.5]
NcoK;100;10;3.916269540786743;0.4720831444989496;[0.5 0.5]
coKNN;50;20;0.1833429336547851;0.4715202749680772;[0.5 0.5]
NcoK;50;20;3.383222341537476;0.4684269101014058;[0.5 0.5]
coKNN;20;50;0.0666239261627197;0.4729223745370102;[0.5 0.5]
NcoK;20;50;2.90208101272583;0.4585811034411021;[0.5 0.5]
coKNN;10;100;0.0349218845367431;0.4724394386045653;[0.5 0.5]
NcoK;10;100;3.045011520385742;0.4396312405421922;[0.5 0.5]
coKNN;5;200;0.034020185470581;0.4875442873910833;[0.5 0.5]
NcoK;5;200;5.100005149841309;0.4765953455732027;[0.5 0.5]
coK;1000;1;0.0817444324493408;0.4503833608614287;[0.5 0.5]
coKNN;100;10;0.3990192413330078;0.4477305669047269;[0.5 0.5]
NcoK;100;10;3.851866245269776;0.4319594668324115;[0.5 0.5]
coKNN;50;20;0.18143892288208;0.4480544573758537;[0.5 0.5]
NcoK;50;20;3.4138033390045166;0.4283158526045585;[0.5 0.5]
coKNN;20;50;0.0716214179992675;0.4465412748106811;[0.5 0.5]
NcoK;20;50;2.916165351867676;0.4222605583750702;[0.5 0.5]
coKNN;10;100;0.0500776767730712;0.4527012834759998;[0.5 0.5]
NcoK;10;100;3.0487489700317383;0.4062532115583298;[0.5 0.5]
coKNN;5;200;0.0181777477264404;0.4483514355362841;[0.5 0.5]
NcoK;5;200;5.100236892700195;0.4205942413894672;[0.5 0.5]
coK;1000;1;0.0832011699676513;0.4162730363902018;[0.5 0.5]
coKNN;100;10;0.4325392246246338;0.4348681808328261;[0.5 0.5]
NcoK;100;10;3.907660722732544;0.4276584838216047;[0.5 0.5]
coKNN;50;20;0.1952292919158935;0.4345916691679392;[0.5 0.5]
NcoK;50;20;3.449912071228028;0.4230991289588785;[0.5 0.5]
coKNN;20;50;0.0665678977966308;0.435532649055233;[0.5 0.5]
NcoK;20;50;2.9165406227111816;0.4246132904523648;[0.5 0.5]
coKNN;10;100;0.0499324798583984;0.4375656926383606;[0.5 0.5]
NcoK;10;100;3.0317540168762207;0.4169291098522461;[0.5 0.5]
coKNN;5;200;0.0277314186096191;0.4342167620176007;[0.5 0.5]
NcoK;5;200;5.116262197494507;0.4125060228081375;[0.5 0.5]
coK;1000;1;0.0830004215240478;0.4218580217427564;[0.5 0.5]
coKNN;100;10;0.398752212524414;0.4232746461091313;[0.5 0.5]
NcoK;100;10;3.900013208389282;0.3928788974918953;[0.5 0.5]
coKNN;50;20;0.1833136081695556;0.423371685560706;[0.5 0.5]
NcoK;50;20;3.4198336601257324;0.3841452681887335;[0.5 0.5]
coKNN;20;50;0.0631213188171386;0.4261281605590394;[0.5 0.5]
